"Gene","Scaffold","Gene_Start","Gene_End","Score","Strand","note","Function","Additional_info","Gene_size","A_thaliana_orthologue"
"g19236","scaffold_77",138196,141614,0.65,"+",".","Isocitrate dehydrogenase [NADP]","ahrd-qc=***",3418,"AT5G14590"
"g19237","scaffold_77",141876,147505,0.45,"+",".","Polyribonucleotide nucleotidyltransferase%2C putative","ahrd-qc=***",5629,"AT5G14580"
"g19238","scaffold_77",147976,149896,0.15,"+",".","Nitrate transporter 2.7","ahrd-qc=***",1920,"AT5G14570"
"g19239","scaffold_77",155826,158852,0.47,"+",".","Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein isoform 1","ahrd-qc=***",3026,"AT5G14550"
"g19240","scaffold_77",160556,163060,0.27,"+",".","DNA-binding protein%2C putative","ahrd-qc=***",2504,"AT5G14540"
"g19241","scaffold_77",163216,165474,0.19,"+",".","WD repeat-containing protein 82-B","ahrd-qc=***",2258,"AT5G14530"
"g19242","scaffold_77",165696,169565,0.4,"+",".","Pescadillo homolog","ahrd-qc=***",3869,"AT5G14520"
"g19243","scaffold_77",170956,172228,0.16,"+",".","U-box domain-containing 3-like protein","ahrd-qc=***",1272,"AT5G14510"
"g19245","scaffold_77",176456,179000,0.2,"+",".","Aldose 1-epimerase family protein","ahrd-qc=***",2544,"AT5G14500"
"g19246","scaffold_77",180126,182901,0.42,"+",".","NAC domain containing protein 85","ahrd-qc=***",2775,"AT5G14490"
"g19248","scaffold_77",185777,188231,0.08,"-",".","Beta-1%2C4-N-acetylglucosaminyltransferase family protein","ahrd-qc=***",2454,"AT5G14480"
"g19249","scaffold_77",198003,199913,0.67,"+",".","GHMP kinase ATP-binding protein%2C putative","ahrd-qc=***",1910,"AT5G14470"
"g19250","scaffold_77",200153,202522,0.19,"+",".","tRNA-pseudouridine synthase%2C putative","ahrd-qc=***",2369,"AT5G14460"
"g19251","scaffold_77",202524,204308,0.05,"-",".","GDSL esterase/lipase","ahrd-qc=***",1784,"AT5G14450"
"g19252","scaffold_77",205123,207137,0.09,"+",".","At5g14440","ahrd-qc=***",2014,"AT5G14440"
"g19253","scaffold_77",207139,210158,0.13,"-",".","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein isoform 1","ahrd-qc=***",3019,"AT5G14430"
"g19254","scaffold_77",211873,215059,0.51,"+",".","E3 ubiquitin-protein ligase RGLG2","ahrd-qc=***",3186,"AT5G14420"
"g19256","scaffold_77",216619,219498,0.14,"-",".","Cytochrome P450%2C putative","ahrd-qc=***",2879,"AT5G14400"
"g19257","scaffold_77",223323,225743,0.23,"+",".","Alpha/beta-Hydrolases superfamily protein","ahrd-qc=***",2420,"AT5G14390"
"g19258","scaffold_77",226433,227139,0.31,"+",".","Classical arabinogalactan protein 6","ahrd-qc=***",706,"AT5G14380"
"g19259","scaffold_77",234573,236514,0.38,"+",".","Zinc finger protein CONSTANS-LIKE 16","ahrd-qc=*-*",1941,"AT5G14370"
"g19260","scaffold_77",236679,237608,0.27,"-",".","BAG family molecular chaperone regulator 2","ahrd-qc=*-*",929,"AT5G14360"
"g19261","scaffold_77",243253,245633,0.3,"+",".","Pentatricopeptide repeat-containing protein","ahrd-qc=***",2380,"AT3G46610"
"g19262","scaffold_77",248852,250948,0.26,"-",".","MYB transcription factor","ahrd-qc=***",2096,"AT5G14340"
"g19263","scaffold_77",255043,255467,0.92,"+",".","Unknown protein","",424,"AT5G14330"
"g19264","scaffold_77",256363,257600,0.36,"+",".","30S ribosomal protein S13","ahrd-qc=***",1237,"AT5G14320"
"g19265","scaffold_77",257765,259968,0.45,"-",".","Alpha/beta-Hydrolases superfamily protein","ahrd-qc=***",2203,"AT5G14310"
"g19266","scaffold_77",269801,270918,0.5,"-",".","Prohibitin%2C putative","ahrd-qc=***",1117,"AT5G14300"
"g19268","scaffold_77",272490,273528,0.16,"-",".","DNA-binding storekeeper protein-like protein","ahrd-qc=***",1038,"AT5G14280"
"g19270","scaffold_77",275508,279788,0.3,"-",".","Transcription factor GTE9","ahrd-qc=***",4280,"AT5G14270"
"g19271","scaffold_77",280049,283498,0.29,"-",".","Histone-lysine N-methyltransferase setd3","ahrd-qc=***",3449,"AT5G14260"
"g19272","scaffold_77",283743,286738,0.4,"-",".","COP9 signalosome complex subunit 3","ahrd-qc=***",2995,"AT5G14250"
"g19273","scaffold_77",286953,288587,0.14,"+",".","Phosducin-like protein","ahrd-qc=***",1634,"AT5G14240"
"g19274","scaffold_77",288676,293938,0.37,"-",".","Ankyrin repeat family protein","ahrd-qc=***",5262,"AT5G14230"
"g19275","scaffold_77",301123,305309,0.14,"+",".","Protoporphyrinogen oxidase","ahrd-qc=***",4186,"AT5G14220"
"g19276","scaffold_77",306743,310107,0.08,"+",".","Receptor protein kinase-like protein","ahrd-qc=***",3364,"AT5G14210"
"g19277","scaffold_77",310287,312348,0.6,"-",".","3-isopropylmalate dehydrogenase","ahrd-qc=***",2061,"AT5G14200"
"g19278","scaffold_77",314173,317250,0.35,"+",".","Lipase","ahrd-qc=***",3077,"AT5G14180"
"g19279","scaffold_77",317703,320027,0.19,"+",".","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D","ahrd-qc=***",2324,"AT5G14170"
"g19280","scaffold_77",320056,321368,1.24,"-",".","F-box protein At2g05970","ahrd-qc=***",1312,"AT5G14160"
"g19281","scaffold_77",323683,325253,0.42,"+",".","Emb|CAB87702.1","ahrd-qc=***",1570,"AT5G14150"
"g19283","scaffold_77",332012,334158,0.36,"-",".","Zinc finger protein","ahrd-qc=***",2146,"AT5G14140"
"g19284","scaffold_77",336783,338057,0.55,"+",".","Peroxidase 55","ahrd-qc=***",1274,"AT5G14130"
"g19285","scaffold_77",338158,340718,0.26,"-",".","Major facilitator protein","ahrd-qc=***",2560,"AT5G14120"
"g19287","scaffold_77",347673,349910,0.14,"+",".","ABC transporter I family member 11%2C chloroplastic","ahrd-qc=***",2237,"AT5G14100"
"g19288","scaffold_77",349983,352178,0.71,"-",".","BnaC03g06250D protein","ahrd-qc=***",2195,"AT5G14090"
"g19289","scaffold_77",351773,356511,0.2,"+",".","Pentatricopeptide repeat-containing protein","ahrd-qc=***",4738,"AT5G14080"
"g19290","scaffold_77",357083,357758,0.26,"-",".","Glutaredoxin-C8","ahrd-qc=***",675,"AT5G14070"
"g19291","scaffold_77",359857,363468,0.41,"-",".","Aspartokinase","ahrd-qc=***",3611,"AT5G14060"
"g19292","scaffold_77",363765,365828,0.19,"-",".","U3 small nucleolar RNA-associated protein 18 homolog","ahrd-qc=***",2063,NA
"g19293","scaffold_77",366003,368287,0.19,"+",".","Mitochondrial phosphate carrier protein 3%2C mitochondrial","ahrd-qc=***",2284,"AT5G14040"
"g19294","scaffold_77",369454,371328,0.14,"-",".","Translocon-associated protein subunit beta","ahrd-qc=***",1874,"AT5G14030"
"g19295","scaffold_77",372193,374630,0.12,"+",".","Endosomal targeting BRO1-like domain-containing protein","ahrd-qc=***",2437,"AT5G14020"
"g19296","scaffold_77",375127,376118,0.26,"-",".","Zinc finger protein KNUCKLES","ahrd-qc=***",991,"AT5G14010"
"g19297","scaffold_77",378713,380188,0.38,"-",".","ANAC084","ahrd-qc=***",1475,"AT5G14000"
"g19298","scaffold_77",381303,383688,0.23,"+",".","Exocyst subunit exo70 family protein C2","ahrd-qc=***",2385,"AT5G13990"
"g19299","scaffold_77",383729,389798,0.51,"-",".","Alpha-mannosidase","ahrd-qc=***",6069,"AT5G13980"
"g19300","scaffold_77",390003,391523,0.37,"+",".","AT5g13970/MAC12_6","ahrd-qc=***",1520,"AT5G13970"
"g19301","scaffold_77",391644,396548,0.16,"-",".","Histone-lysine N-methyltransferase","ahrd-qc=***",4904,"AT5G13960"
"g19302","scaffold_77",397403,402073,0.19,"+",".","Nuclear factor kappa-B-binding protein%2C putative","ahrd-qc=***",4670,"AT5G13950"
"g19304","scaffold_77",409813,414767,0.01,"+",".","Aminopeptidase","ahrd-qc=***",4954,"AT5G13940"
"g19305","scaffold_77",414770,416208,0.14,"-",".","Chalcone synthase","ahrd-qc=***",1438,"AT5G13930"
"g19306","scaffold_77",417173,418903,0.14,"+",".","Zinc knuckle (CCHC-type) family protein","ahrd-qc=***",1730,"AT5G13920"
"g19307","scaffold_77",421373,424274,0.26,"+",".","Ethylene-responsive transcription factor LEP","ahrd-qc=***",2901,"AT5G13910"
"g19308","scaffold_77",424503,425845,0.16,"+",".","At5g13890","ahrd-qc=***",1342,"AT5G13890"
"g19309","scaffold_77",427283,428123,0.13,"+",".","AT5g13880/MAC12_16","ahrd-qc=***",840,"AT5G13880"
"g19310","scaffold_77",429013,430758,0.1,"+",".","Xyloglucan endotransglucosylase/hydrolase","ahrd-qc=***",1745,"AT5G13870"
"g19311","scaffold_77",431393,432815,0.2,"+",".","Protein ELC-like","ahrd-qc=***",1422,"AT5G13860"
"g19312","scaffold_77",432954,434558,0.17,"-",".","Nascent polypeptide-associated complex subunit alpha-like protein 3","ahrd-qc=***",1604,"AT5G13850"
"g19313","scaffold_77",434943,437307,0.43,"+",".","Protein FIZZY-RELATED 3","ahrd-qc=***",2364,"AT5G13840"
"g19314","scaffold_77",437316,438758,0.16,"-",".","Ribosomal RNA large subunit methyltransferase E","ahrd-qc=***",1442,"AT5G13830"
"g19315","scaffold_77",439603,441068,0.18,"+",".","Unknown protein","",1465,"AT5G13825"
"g19317","scaffold_77",457613,461248,0.08,"-",".","Telomere repeat-binding protein 4","ahrd-qc=***",3635,"AT5G13820"
"g19318","scaffold_77",468872,469568,0.14,"-",".","Unknown protein","",696,"AT5G13810"
"g19319","scaffold_77",471013,473769,0.24,"+",".","Hydrolase%2C alpha/beta fold family protein","ahrd-qc=***",2756,"AT5G13800"
"g19320","scaffold_77",477003,478863,0.67,"+",".","MADS-box transcription factor","ahrd-qc=***",1860,"AT5G13790"
"g19321","scaffold_77",479703,481127,0.07,"+",".","N-alpha-acetyltransferase 11","ahrd-qc=***",1424,"AT5G13780"
"g19322","scaffold_77",481143,483558,0.16,"-",".","Pentatricopeptide repeat-containing protein","ahrd-qc=***",2415,"AT5G13770"
"g19323","scaffold_77",483804,486748,0.14,"-",".","Plasma-membrane choline transporter family protein","ahrd-qc=***",2944,"AT5G13760"
"g19324","scaffold_77",487196,490438,0.34,"-",".","Protein ZINC INDUCED FACILITATOR-LIKE 1","ahrd-qc=***",3242,"AT5G13750"
"g19325","scaffold_77",493250,497468,0.38,"-",".","Protein ZINC INDUCED FACILITATOR 1","ahrd-qc=***",4218,"AT5G13740"
"g19326","scaffold_77",510503,512237,0.34,"+",".","RNA polymerase sigma factor","ahrd-qc=***",1734,"AT5G13730"
"g19327","scaffold_77",512246,513488,0.49,"-",".","Structural constituent of ribosome","ahrd-qc=***",1242,"AT5G13720"
"g19328","scaffold_77",514783,518088,0.14,"+",".","Methyltransferase","ahrd-qc=***",3305,"AT5G13710"
"g19329","scaffold_77",518723,521647,0.53,"+",".","Polyamine oxidase 1","ahrd-qc=***",2924,"AT5G13700"
"g19330","scaffold_77",521654,526098,0.25,"-",".","Alpha-N-acetylglucosaminidase family","ahrd-qc=***",4444,"AT5G13690"
"g19331","scaffold_77",526193,531557,0.62,"+",".","Elongator complex protein 1","ahrd-qc=***",5364,"AT5G13680"
"g19332","scaffold_77",551068,553047,0.35,"+",".","Auxin-induced 5NG4","ahrd-qc=***",1979,"AT5G13670"
"g19333","scaffold_77",553107,555423,0.15,"-",".","DNA binding protein%2C putative","ahrd-qc=***",2316,"AT5G13660"
"g19334","scaffold_77",556245,561163,0.4,"-",".","GTP-binding elongation factor","ahrd-qc=***",4918,"AT5G13650"
"g19335","scaffold_77",561393,566033,0.12,"-",".","Phospholipid:diacylglycerol acyltransferase 1","ahrd-qc=***",4640,"AT5G13640"
"g19336","scaffold_77",569008,573935,0.18,"+",".","Magnesium chelatase subunit H","ahrd-qc=***",4927,"AT5G13630"
"g19337","scaffold_77",574888,576201,0.18,"+",".","Gb|AAD43168.1","ahrd-qc=***",1313,"AT5G13620"
"g19338","scaffold_77",576407,578563,0.25,"-",".","Sporulation RMD1","ahrd-qc=***",2156,"AT5G13610"
"g19339","scaffold_77",578839,581103,0.53,"-",".","Phototropic-responsive NPH3 family protein","ahrd-qc=***",2264,"AT5G13600"
"g19340","scaffold_77",582308,588349,0.4,"+",".","BnaC02g04870D protein","ahrd-qc=***",6041,"AT5G13590"
"g19341","scaffold_77",588616,591053,0.83,"-",".","ABC transporter G family member 6","ahrd-qc=***",2437,"AT5G13580"
"g19342","scaffold_77",591550,594533,0.38,"-",".","mRNA-decapping enzyme subunit 2","ahrd-qc=***",2983,"AT5G13570"
"g19343","scaffold_77",596538,601491,0.29,"+",".","At5g13560","ahrd-qc=***",4953,"AT5G13560"
"g19344","scaffold_77",602568,606812,0.44,"+",".","Sulfate transporter","ahrd-qc=***",4244,"AT5G13550"
"g19345","scaffold_77",606991,616293,0.27,"-",".","E3 ubiquitin-protein ligase KEG","ahrd-qc=***",9302,"AT5G13530"
"g19346","scaffold_77",617228,619822,0.26,"+",".","Leukotriene A-4 hydrolase homolog","ahrd-qc=***",2594,"AT5G13520"
"g19347","scaffold_77",619836,620643,0.46,"-",".","50S ribosomal protein L10%2C putative","ahrd-qc=***",807,"AT5G13510"
"g19348","scaffold_77",620838,623903,0.22,"-",".","Hyp O-arabinosyltransferase homolog","ahrd-qc=***",3065,"AT5G13500"
"g19349","scaffold_77",625897,627993,0.28,"-",".","ADP/ATP carrier 2","ahrd-qc=***",2096,"AT5G13490"
"g19350","scaffold_77",630848,635972,0.08,"+",".","pre-mRNA 3' end processing protein WDR33","ahrd-qc=*-*",5124,"AT5G13480"
"g19351","scaffold_77",636233,637433,0.2,"-",".","At5g13470","ahrd-qc=***",1200,"AT5G13470"
"g19352","scaffold_77",637525,640333,0.31,"-",".","IQ-domain 11","ahrd-qc=***",2808,"AT5G13460"
"g19353","scaffold_77",641628,643250,0.59,"+",".","F1-ATP synthase delta subunit","ahrd-qc=***",1622,"AT5G13450"
"g19354","scaffold_77",643468,645568,0.68,"+",".","Cytochrome b-c1 complex subunit Rieske%2C mitochondrial","ahrd-qc=***",2100,"AT5G13440"
"g19355","scaffold_77",646378,648752,0.05,"+",".","Cytochrome b-c1 complex subunit Rieske%2C mitochondrial","ahrd-qc=***",2374,"AT5G13430"
"g19356","scaffold_77",649538,652332,0.42,"+",".","Transaldolase family protein","ahrd-qc=***",2794,"AT5G13420"
"g19357","scaffold_77",652488,657642,0.07,"+",".","Major facilitator superfamily protein","ahrd-qc=***",5154,"AT5G13400"
"g19358","scaffold_77",657649,662463,0.08,"-",".","No exine formation 1","ahrd-qc=***",4814,"AT5G13390"
"g19359","scaffold_77",663759,668293,0.3,"-",".","Indole-3-acetic acid-amido synthetase GH3.17","ahrd-qc=***",4534,"AT5G13380"
"g19360","scaffold_77",668763,671593,0.09,"-",".","Indole-3-acetic acid-amido synthetase GH3.17%2C putative","ahrd-qc=***",2830,"AT5G13360"
"g19361","scaffold_77",673119,675608,0.2,"-",".","Indole-3-acetic acid-amido synthetase GH3.17","ahrd-qc=***",2489,"AT5G13350"
"g19364","scaffold_78",3319,4991,0.17,"-",".","Membrane magnesium transporter","ahrd-qc=***",1672,"AT5G03345"
"g19365","scaffold_78",5956,9220,0.55,"+",".","Transitional endoplasmic reticulum ATPase%2C putative","ahrd-qc=***",3264,"AT5G03340"
"g19366","scaffold_78",9360,12151,0.73,"-",".","OTU domain-containing","ahrd-qc=***",2791,"AT5G03330"
"g19367","scaffold_78",16086,17892,0.03,"+",".","Unknown protein","",1806,NA
"g19368","scaffold_78",23299,25721,0.45,"-",".","Receptor-like protein kinase","ahrd-qc=***",2422,"AT5G03320"
"g19369","scaffold_78",29436,29949,1.42,"+",".","Auxin-responsive protein SAUR15","ahrd-qc=***",513,"AT5G03310"
"g19370","scaffold_78",30107,32581,0.32,"-",".","Adenosine kinase 2","ahrd-qc=***",2474,"AT5G03300"
"g19371","scaffold_78",33577,35841,0.38,"-",".","Isocitrate dehydrogenase [NAD] subunit%2C mitochondrial","ahrd-qc=***",2264,"AT5G03290"
"g19373","scaffold_78",38942,47321,0.02,"-",".","Divalent metal cation transporter MntH","ahrd-qc=*-*",8379,"AT5G03280"
"g19375","scaffold_78",56416,58811,0.31,"+",".","Laccase-11","ahrd-qc=***",2395,"AT5G03260"
"g19376","scaffold_78",58816,61381,0.39,"-",".","BTB/POZ domain-containing protein At5g03250","ahrd-qc=***",2565,"AT5G03250"
"g19381","scaffold_78",82603,83261,0.23,"-",".","Arabidopsis thaliana genomic DNA%2C chromosome 5%2C P1 clone:MOK16","ahrd-qc=***",658,"AT5G03230"
"g19382","scaffold_78",83876,85237,0.13,"+",".","Mediator of RNA polymerase II transcription subunit 7a","ahrd-qc=***",1361,NA
"g19383","scaffold_78",89716,90220,0.5,"+",".","Unknown protein","",504,NA
"g19384","scaffold_78",91846,93336,0.29,"+",".","E3 ubiquitin-protein ligase MGRN1","ahrd-qc=***",1490,"AT5G03200"
"g19385","scaffold_78",93348,95301,0.12,"-",".","Peptide upstream ORF protein%2C putative","ahrd-qc=***",1953,"AT5G03190"
"g19386","scaffold_78",101166,103690,0.2,"+",".","RING/U-box domain-containing protein","ahrd-qc=***",2524,"AT5G03180"
"g19387","scaffold_78",104276,105180,0.13,"+",".","Fasciclin-like arabinogalactan protein 11","ahrd-qc=***",904,"AT5G03170"
"g19388","scaffold_78",105186,107811,0.2,"-",".","Chaperone protein dnaJ%2C putative","ahrd-qc=***",2625,"AT5G03160"
"g19389","scaffold_78",110342,113641,0.55,"-",".","Zinc finger family protein","ahrd-qc=***",3299,"AT5G03150"
"g19390","scaffold_78",118956,121223,0.27,"+",".","Lectin protein kinase family protein","ahrd-qc=***",2267,"AT5G03140"
"g19392","scaffold_78",127308,127861,0.28,"-",".","Unknown protein","",553,"AT5G03120"
"g19393","scaffold_78",132191,133381,0.18,"-",".","Arabidopsis thaliana genomic DNA%2C chromosome 5%2C P1 clone:MOK16","ahrd-qc=***",1190,"AT5G03110"
"g19395","scaffold_78",140249,141881,0.16,"-",".","Dolichyldiphosphatase 1","ahrd-qc=***",1632,"AT5G03080"
"g19396","scaffold_78",142306,145590,0.25,"+",".","Importin subunit alpha-9","ahrd-qc=***",3284,"AT5G03070"
"g19397","scaffold_78",146056,147631,0.44,"+",".","Unknown protein","",1575,"AT5G03060"
"g19398","scaffold_78",147706,149180,0.29,"+",".","At5g03050","ahrd-qc=***",1474,"AT5G03050"
"g19399","scaffold_78",151896,154518,0.41,"+",".","IQ-domain 2","ahrd-qc=***",2622,"AT5G03040"
"g19400","scaffold_78",155416,156790,0.16,"+",".","Mitochondrial import inner membrane translocase subunit TIM14-3","ahrd-qc=***",1374,"AT5G03030"
"g19401","scaffold_78",157173,158341,0.19,"-",".","Kelch repeat-containing F-box family protein","ahrd-qc=***",1168,NA
"g19402","scaffold_78",158598,160371,0.33,"-",".","Kelch repeat-containing F-box family protein","ahrd-qc=***",1773,"AT5G03000"
"g19405","scaffold_78",166824,168141,0.12,"-",".","Kelch repeat-containing F-box family protein","ahrd-qc=***",1317,NA
"g19406","scaffold_78",169585,172461,0.25,"-",".","Kelch repeat-containing F-box family protein","ahrd-qc=***",2876,"AT5G02980"
"g19407","scaffold_78",172588,175291,0.12,"-",".","Hydrolase%2C alpha/beta fold family protein","ahrd-qc=***",2703,"AT5G02970"
"g19408","scaffold_78",175816,177214,0.73,"+",".","30S ribosomal protein S12","ahrd-qc=***",1398,"AT5G02960"
"g19409","scaffold_78",177336,179591,0.37,"-",".","PWWP domain-containing protein","ahrd-qc=***",2255,"AT5G02950"
"g19410","scaffold_78",180716,185896,0.81,"+",".","Ion channel pollux-like protein","ahrd-qc=***",5180,"AT5G02940"
"g19412","scaffold_78",192144,194090,0.69,"-",".","F-box/LRR-repeat protein","ahrd-qc=***",1946,"AT5G02930"
"g19414","scaffold_78",196126,198180,0.52,"-",".","F-box/LRR-repeat protein","ahrd-qc=***",2054,"AT5G02910"
"g19415","scaffold_78",206505,208049,0.35,"+",".","At5g02890","ahrd-qc=***",1544,"AT5G02890"
"g19416","scaffold_78",208639,215740,0.37,"-",".","Ubiquitin-protein ligase 4","ahrd-qc=***",7101,"AT5G02880"
"g19418","scaffold_78",218586,220650,0.34,"-",".","60S ribosomal protein L4-2","ahrd-qc=***",2064,"AT5G02870"
"g19419","scaffold_78",220926,224300,0.14,"-",".","Pentatricopeptide repeat-containing protein","ahrd-qc=***",3374,"AT5G02860"
"g19420","scaffold_78",224602,226240,0.16,"-",".","Mediator of RNA polymerase II transcription subunit 4","ahrd-qc=***",1638,"AT5G02850"
"g19421","scaffold_78",226367,229750,0.69,"-",".","Myb family transcription factor","ahrd-qc=***",3383,"AT5G02840"
"g19422","scaffold_78",230005,234242,0.24,"+",".","Pentatricopeptide repeat-containing family protein","ahrd-qc=***",4237,"AT5G02830"
"g19423","scaffold_78",234256,236000,0.11,"-",".","DNA topoisomerase 6 subunit A","ahrd-qc=***",1744,"AT5G02820"
"g19424","scaffold_78",236555,241123,0.46,"+",".","Pseudo-response regulator 7","ahrd-qc=***",4568,"AT5G02810"
"g19425","scaffold_78",241555,243810,0.16,"+",".","Kinase family protein","ahrd-qc=***",2255,"AT5G02800"
"g19426","scaffold_78",243824,245580,0.48,"-",".","F-box/LRR-repeat protein","ahrd-qc=***",1756,"AT3G28410"
"g19427","scaffold_78",245715,247880,0.19,"-",".","Glutathione S-transferase L3","ahrd-qc=***",2165,"AT5G02790"
"g19428","scaffold_78",248058,250050,0.29,"-",".","Glutathione S-transferase L1","ahrd-qc=***",1992,"AT5G02780"
"g19429","scaffold_78",251435,253124,0.23,"+",".","Protein MODIFIER OF SNC1 11","ahrd-qc=***",1689,"AT5G02770"
"g19431","scaffold_78",253888,255480,0.16,"-",".","Phosphatase 2C family protein","ahrd-qc=***",1592,"AT5G02760"
